Player,Game Week,Position,Team,League,Minutes,Rate
Oliver Baumann,J7,GK,Hoffenheim,Bundesliga,90,6.62
Patrick Drewes,J7,GK,Bochum,Bundesliga,90,6.02
Moritz Nicolas,J7,GK,Gladbach,Bundesliga,90,5.51
Kevin Müller,J7,GK,Heidenheim,Bundesliga,90,5.59
Manuel Neuer,J7,GK,Bayern Munich,Bundesliga,90,7.09
Alexander Nübel,J7,GK,Stuttgart,Bundesliga,90,4.8
Timon Weiner,J7,GK,Holstein Kiel,Bundesliga,90,4.9
Frederik Rønnow,J7,GK,Union Berlin,Bundesliga,90,8.78
Kamil Grabara,J7,GK,Wolfsburg,Bundesliga,90,4.51
Michael Zetterer,J7,GK,Werder Bremen,Bundesliga,90,5.63
Robin Zentner,J8,GK,Mainz 05,Bundesliga,90,6.66
Moritz Nicolas,J8,GK,Gladbach,Bundesliga,90,5.91
Devis Vásquez,J8,GK,Empoli,Serie A,90,5.73
Elia Caprile,J8,GK,Napoli,Serie A,90,8.76
Nikola Vasilj,J8,GK,St. Pauli,Bundesliga,90,8.61
Kamil Grabara,J8,GK,Wolfsburg,Bundesliga,90,8.09
Alexander Nübel,J8,GK,Stuttgart,Bundesliga,90,5.71
Timon Weiner,J8,GK,Holstein Kiel,Bundesliga,90,5.36
Nediljko Labrović,J8,GK,Augsburg,Bundesliga,90,6.97
Gregor Kobel,J8,GK,Dortmund,Bundesliga,90,4.64
Péter Gulácsi,J8,GK,RB Leipzig,Bundesliga,45,5.59
Maarten Vandevoordt,J8,GK,RB Leipzig,Bundesliga,45,8.67
Noah Atubolu,J8,GK,Freiburg,Bundesliga,90,6.17
Michael Zetterer,J8,GK,Werder Bremen,Bundesliga,90,5.2
Lukáš Hrádecký,J8,GK,Leverkusen,Bundesliga,90,5.98
Patrick Drewes,J8,GK,Bochum,Bundesliga,90,4.38
Manuel Neuer,J8,GK,Bayern Munich,Bundesliga,90,6.99
Frederik Rønnow,J8,GK,Union Berlin,Bundesliga,90,6.51
Kevin Trapp,J8,GK,Eint Frankfurt,Bundesliga,90,6.78
Kevin Müller,J8,GK,Heidenheim,Bundesliga,90,8.61
Oliver Baumann,J8,GK,Hoffenheim,Bundesliga,90,8.56
Lukáš Hrádecký,J9,GK,Leverkusen,Bundesliga,90,7.11
Alexander Nübel,J9,GK,Stuttgart,Bundesliga,90,8.16
Kamil Grabara,J9,GK,Wolfsburg,Bundesliga,90,5.56
Nediljko Labrović,J9,GK,Augsburg,Bundesliga,90,6.96
Filip Stankovic,J8,GK,Venezia,Serie A,90,5.32
Marco Carnesecchi,J8,GK,Atalanta,Serie A,90,8.13
Manuel Neuer,J9,GK,Bayern Munich,Bundesliga,90,7.23
Frederik Rønnow,J9,GK,Union Berlin,Bundesliga,90,5.36
Kevin Trapp,J9,GK,Eint Frankfurt,Bundesliga,90,5.87
Patrick Drewes,J9,GK,Bochum,Bundesliga,90,4.15
Timon Weiner,J9,GK,Holstein Kiel,Bundesliga,90,8.36
Kevin Müller,J9,GK,Heidenheim,Bundesliga,90,6.21
Oliver Baumann,J9,GK,Hoffenheim,Bundesliga,90,4.84
Nikola Vasilj,J9,GK,St. Pauli,Bundesliga,90,8.55
Alexander Meyer,J9,GK,Dortmund,Bundesliga,90,5.51
Péter Gulácsi,J9,GK,RB Leipzig,Bundesliga,90,5.25
Noah Atubolu,J9,GK,Freiburg,Bundesliga,90,8.27
Robin Zentner,J9,GK,Mainz 05,Bundesliga,90,8.07
Moritz Nicolas,J9,GK,Gladbach,Bundesliga,90,7.02
Michael Zetterer,J9,GK,Werder Bremen,Bundesliga,90,4.08
Frederik Rønnow,J10,GK,Union Berlin,Bundesliga,90,8.26
Noah Atubolu,J10,GK,Freiburg,Bundesliga,90,8.75
Patrick Drewes,J10,GK,Bochum,Bundesliga,90,5.67
Lukáš Hrádecký,J10,GK,Leverkusen,Bundesliga,90,5.31
Michael Zetterer,J10,GK,Werder Bremen,Bundesliga,90,5.71
Timon Weiner,J10,GK,Holstein Kiel,Bundesliga,90,5.49
Wladimiro Falcone,J8,GK,Lecce,Serie A,90,4.35
David de Gea,J8,GK,Fiorentina,Serie A,90,7.17
Robin Zentner,J10,GK,Mainz 05,Bundesliga,90,5.69
Alexander Meyer,J10,GK,Dortmund,Bundesliga,90,5.83
Nikola Vasilj,J10,GK,St. Pauli,Bundesliga,90,6.29
Manuel Neuer,J10,GK,Bayern Munich,Bundesliga,90,7.32
Péter Gulácsi,J10,GK,RB Leipzig,Bundesliga,90,7.49
Moritz Nicolas,J10,GK,Gladbach,Bundesliga,90,8.49
Nediljko Labrović,J10,GK,Augsburg,Bundesliga,90,7.97
Oliver Baumann,J10,GK,Hoffenheim,Bundesliga,90,7.55
Alexander Nübel,J10,GK,Stuttgart,Bundesliga,90,3.99
Kevin Trapp,J10,GK,Eint Frankfurt,Bundesliga,90,6.18
Kevin Müller,J10,GK,Heidenheim,Bundesliga,90,4.27
Kamil Grabara,J10,GK,Wolfsburg,Bundesliga,90,6.89
Manuel Neuer,J11,GK,Bayern Munich,Bundesliga,90,6.99
Nediljko Labrović,J11,GK,Augsburg,Bundesliga,90,6.77
Kamil Grabara,J11,GK,Wolfsburg,Bundesliga,90,8.44
Frederik Rønnow,J11,GK,Union Berlin,Bundesliga,90,5.85
Lukáš Hrádecký,J11,GK,Leverkusen,Bundesliga,90,5.2
Kevin Müller,J11,GK,Heidenheim,Bundesliga,90,3.96
Oliver Baumann,J11,GK,Hoffenheim,Bundesliga,90,4.87
Péter Gulácsi,J11,GK,RB Leipzig,Bundesliga,90,4.02
Simone Scuffet,J8,GK,Cagliari,Serie A,90,5.24
Vanja Milinković-Savić,J8,GK,Torino,Serie A,90,4.2
Alexander Nübel,J11,GK,Stuttgart,Bundesliga,90,7.35
Patrick Drewes,J11,GK,Bochum,Bundesliga,90,5.22
Gregor Kobel,J11,GK,Dortmund,Bundesliga,90,8.12
Noah Atubolu,J11,GK,Freiburg,Bundesliga,90,4.06
Kevin Trapp,J11,GK,Eint Frankfurt,Bundesliga,90,7.82
Michael Zetterer,J11,GK,Werder Bremen,Bundesliga,90,7.02
Timon Weiner,J11,GK,Holstein Kiel,Bundesliga,90,5.15
Robin Zentner,J11,GK,Mainz 05,Bundesliga,90,8.42
Moritz Nicolas,J11,GK,Gladbach,Bundesliga,90,8.18
Nikola Vasilj,J11,GK,St. Pauli,Bundesliga,90,5.54
Nikola Vasilj,J12,GK,St. Pauli,Bundesliga,90,6.69
Timon Weiner,J12,GK,Holstein Kiel,Bundesliga,90,4.27
Péter Gulácsi,J12,GK,RB Leipzig,Bundesliga,90,4.01
Kamil Grabara,J12,GK,Wolfsburg,Bundesliga,90,6.37
Noah Atubolu,J12,GK,Freiburg,Bundesliga,90,6.51
Moritz Nicolas,J12,GK,Gladbach,Bundesliga,90,5.0
Frederik Rønnow,J12,GK,Union Berlin,Bundesliga,90,5.15
Lukáš Hrádecký,J12,GK,Leverkusen,Bundesliga,90,6.29
Michael Zetterer,J12,GK,Werder Bremen,Bundesliga,90,4.79
Alexander Nübel,J12,GK,Stuttgart,Bundesliga,90,5.29
Mile Svilar,J8,GK,Roma,Serie A,90,7.17
Yann Sommer,J8,GK,Inter,Serie A,90,8.59
Nediljko Labrović,J12,GK,Augsburg,Bundesliga,90,8.0
Patrick Drewes,J12,GK,Bochum,Bundesliga,90,7.26
Gregor Kobel,J12,GK,Dortmund,Bundesliga,90,6.77
Manuel Neuer,J12,GK,Bayern Munich,Bundesliga,90,5.46
Robin Zentner,J12,GK,Mainz 05,Bundesliga,90,8.21
Oliver Baumann,J12,GK,Hoffenheim,Bundesliga,90,6.35
Kevin Müller,J12,GK,Heidenheim,Bundesliga,90,4.5
Kevin Trapp,J12,GK,Eint Frankfurt,Bundesliga,90,7.88
Alexander Nübel,J13,GK,Stuttgart,Bundesliga,90,4.77
Frederik Rønnow,J13,GK,Union Berlin,Bundesliga,90,5.7
Patrick Drewes,J13,GK,Bochum,Bundesliga,90,5.65
Michael Zetterer,J13,GK,Werder Bremen,Bundesliga,90,8.1
Timon Weiner,J13,GK,Holstein Kiel,Bundesliga,90,4.89
Péter Gulácsi,J13,GK,RB Leipzig,Bundesliga,90,8.22
Lukáš Hrádecký,J13,GK,Leverkusen,Bundesliga,90,6.88
Nikola Vasilj,J13,GK,St. Pauli,Bundesliga,90,4.84
Kevin Trapp,J13,GK,Eint Frankfurt,Bundesliga,90,4.39
Nediljko Labrović,J13,GK,Augsburg,Bundesliga,90,5.37
Daniel Peretz,J13,GK,Bayern Munich,Bundesliga,90,4.97
Kevin Müller,J13,GK,Heidenheim,Bundesliga,90,4.58
Ivan Provedel,J1,GK,Lazio,Serie A,90,5.74
Jesse Joronen,J1,GK,Venezia,Serie A,90,4.18
Lorenzo Montipò,J8,GK,Hellas Verona,Serie A,90,4.58
Stefano Turati,J8,GK,Monza,Serie A,90,8.69
Moritz Nicolas,J13,GK,Gladbach,Bundesliga,90,6.19
Gregor Kobel,J13,GK,Dortmund,Bundesliga,90,6.24
Kamil Grabara,J13,GK,Wolfsburg,Bundesliga,90,4.76
Robin Zentner,J13,GK,Mainz 05,Bundesliga,90,4.35
Oliver Baumann,J13,GK,Hoffenheim,Bundesliga,90,6.23
Noah Atubolu,J13,GK,Freiburg,Bundesliga,90,6.21
Noah Atubolu,J14,GK,Freiburg,Bundesliga,90,5.92
Kamil Grabara,J14,GK,Wolfsburg,Bundesliga,90,6.46
Nediljko Labrović,J14,GK,Augsburg,Bundesliga,90,4.67
Lukáš Hrádecký,J14,GK,Leverkusen,Bundesliga,90,7.68
Robin Zentner,J14,GK,Mainz 05,Bundesliga,90,6.15
Daniel Peretz,J14,GK,Bayern Munich,Bundesliga,90,4.78
Frederik Rønnow,J14,GK,Union Berlin,Bundesliga,90,6.53
Patrick Drewes,J14,GK,Bochum,Bundesliga,89,5.59
Moritz Nicolas,J14,GK,Gladbach,Bundesliga,90,5.29
Timon Weiner,J14,GK,Holstein Kiel,Bundesliga,90,4.52
Nikola Vasilj,J14,GK,St. Pauli,Bundesliga,90,5.52
Michael Zetterer,J14,GK,Werder Bremen,Bundesliga,90,7.73
Kevin Müller,J14,GK,Heidenheim,Bundesliga,90,5.11
Alexander Nübel,J14,GK,Stuttgart,Bundesliga,90,5.83
Maduka Okoye,J9,GK,Udinese,Serie A,90,7.38
Simone Scuffet,J9,GK,Cagliari,Serie A,90,4.92
Gregor Kobel,J14,GK,Dortmund,Bundesliga,90,5.93
Oliver Baumann,J14,GK,Hoffenheim,Bundesliga,90,6.04
Maarten Vandevoordt,J14,GK,RB Leipzig,Bundesliga,90,5.74
Kevin Trapp,J14,GK,Eint Frankfurt,Bundesliga,90,5.59
Daniel Peretz,J15,GK,Bayern Munich,Bundesliga,90,5.53
Péter Gulácsi,J15,GK,RB Leipzig,Bundesliga,90,4.13
Michael Zetterer,J15,GK,Werder Bremen,Bundesliga,90,7.39
Alexander Schwolow,J15,GK,Union Berlin,Bundesliga,90,4.0
Kauã Santos,J15,GK,Eint Frankfurt,Bundesliga,90,4.03
Robin Zentner,J15,GK,Mainz 05,Bundesliga,90,7.83
Alexander Nübel,J15,GK,Stuttgart,Bundesliga,90,6.8
Nikola Vasilj,J15,GK,St. Pauli,Bundesliga,90,8.53
Oliver Baumann,J15,GK,Hoffenheim,Bundesliga,90,5.33
Moritz Nicolas,J15,GK,Gladbach,Bundesliga,90,7.8
Timon Weiner,J15,GK,Holstein Kiel,Bundesliga,90,6.92
Nediljko Labrović,J15,GK,Augsburg,Bundesliga,90,3.68
Lukáš Hrádecký,J15,GK,Leverkusen,Bundesliga,90,5.8
Noah Atubolu,J15,GK,Freiburg,Bundesliga,90,4.4
Patrick Drewes,J15,GK,Bochum,Bundesliga,90,8.06
Kevin Müller,J15,GK,Heidenheim,Bundesliga,90,4.78
Vanja Milinković-Savić,J9,GK,Torino,Serie A,90,8.01
Emil Audero,J9,GK,Como,Serie A,90,6.24
Kamil Grabara,J15,GK,Wolfsburg,Bundesliga,90,4.46
Gregor Kobel,J15,GK,Dortmund,Bundesliga,90,6.83
Gregor Kobel,J16,GK,Dortmund,Bundesliga,90,4.21
Lukáš Hrádecký,J16,GK,Leverkusen,Bundesliga,90,5.64
Robin Zentner,J16,GK,Mainz 05,Bundesliga,90,7.82
Patrick Drewes,J16,GK,Bochum,Bundesliga,90,6.54
Nikola Vasilj,J16,GK,St. Pauli,Bundesliga,90,6.89
Kevin Trapp,J16,GK,Eint Frankfurt,Bundesliga,90,9.06
Kevin Müller,J16,GK,Heidenheim,Bundesliga,90,8.54
Alexander Schwolow,J16,GK,Union Berlin,Bundesliga,90,5.12
Noah Atubolu,J16,GK,Freiburg,Bundesliga,90,5.85
Timon Weiner,J16,GK,Holstein Kiel,Bundesliga,90,4.9
Oliver Baumann,J16,GK,Hoffenheim,Bundesliga,90,5.66
Kamil Grabara,J16,GK,Wolfsburg,Bundesliga,90,7.94
Moritz Nicolas,J16,GK,Gladbach,Bundesliga,90,7.38
Manuel Neuer,J16,GK,Bayern Munich,Bundesliga,90,6.87
Péter Gulácsi,J16,GK,RB Leipzig,Bundesliga,90,5.16
Michael Zetterer,J16,GK,Werder Bremen,Bundesliga,90,4.24
Finn Dahmen,J16,GK,Augsburg,Bundesliga,90,7.11
Alexander Nübel,J16,GK,Stuttgart,Bundesliga,90,7.45
Alex Meret,J9,GK,Napoli,Serie A,90,7.36
Wladimiro Falcone,J9,GK,Lecce,Serie A,90,7.33
Timon Weiner,J17,GK,Holstein Kiel,Bundesliga,90,5.18
Gregor Kobel,J17,GK,Dortmund,Bundesliga,90,4.93
Kamil Grabara,J17,GK,Wolfsburg,Bundesliga,90,6.28
Moritz Nicolas,J17,GK,Gladbach,Bundesliga,90,3.74
Matej Kovar,J17,GK,Leverkusen,Bundesliga,90,8.43
Robin Zentner,J17,GK,Mainz 05,Bundesliga,90,6.86
Kevin Trapp,J17,GK,Eint Frankfurt,Bundesliga,90,6.14
Noah Atubolu,J17,GK,Freiburg,Bundesliga,90,5.0
Patrick Drewes,J17,GK,Bochum,Bundesliga,90,7.41
Nikola Vasilj,J17,GK,St. Pauli,Bundesliga,90,6.27
Alexander Schwolow,J17,GK,Union Berlin,Bundesliga,90,4.97
Finn Dahmen,J17,GK,Augsburg,Bundesliga,90,7.94
Alexander Nübel,J17,GK,Stuttgart,Bundesliga,90,5.93
Péter Gulácsi,J17,GK,RB Leipzig,Bundesliga,90,5.57
Michael Zetterer,J17,GK,Werder Bremen,Bundesliga,90,4.62
Kevin Müller,J17,GK,Heidenheim,Bundesliga,90,4.7
Manuel Neuer,J17,GK,Bayern Munich,Bundesliga,90,8.05
Oliver Baumann,J17,GK,Hoffenheim,Bundesliga,90,5.46
Kevin Trapp,J18,GK,Eint Frankfurt,Bundesliga,90,7.8
Gregor Kobel,J18,GK,Dortmund,Bundesliga,90,5.9
Marco Carnesecchi,J9,GK,Atalanta,Serie A,90,5.59
Lorenzo Montipò,J9,GK,Hellas Verona,Serie A,90,4.13
Alexander Nübel,J18,GK,Stuttgart,Bundesliga,90,6.79
Florian Müller,J18,GK,Freiburg,Bundesliga,90,4.65
Patrick Drewes,J18,GK,Bochum,Bundesliga,90,4.2
Péter Gulácsi,J18,GK,RB Leipzig,Bundesliga,90,4.86
Manuel Neuer,J18,GK,Bayern Munich,Bundesliga,90,5.6
Kamil Grabara,J18,GK,Wolfsburg,Bundesliga,90,5.67
Timon Weiner,J18,GK,Holstein Kiel,Bundesliga,90,4.84
Oliver Baumann,J18,GK,Hoffenheim,Bundesliga,90,6.23
Kevin Müller,J18,GK,Heidenheim,Bundesliga,90,5.18
Nikola Vasilj,J18,GK,St. Pauli,Bundesliga,90,7.71
Lukáš Hrádecký,J18,GK,Leverkusen,Bundesliga,90,6.9
Moritz Nicolas,J18,GK,Gladbach,Bundesliga,90,4.57
Alexander Schwolow,J18,GK,Union Berlin,Bundesliga,90,5.72
Robin Zentner,J18,GK,Mainz 05,Bundesliga,90,5.26
Michael Zetterer,J18,GK,Werder Bremen,Bundesliga,90,4.54
Finn Dahmen,J18,GK,Augsburg,Bundesliga,90,7.75
Kamil Grabara,J19,GK,Wolfsburg,Bundesliga,90,4.39
Timon Weiner,J19,GK,Holstein Kiel,Bundesliga,90,4.99
Robin Zentner,J19,GK,Mainz 05,Bundesliga,90,8.71
Alexander Nübel,J19,GK,Stuttgart,Bundesliga,90,5.48
Zion Suzuki,J9,GK,Parma,Serie A,90,5.22
Devis Vásquez,J9,GK,Empoli,Serie A,90,6.28
Péter Gulácsi,J19,GK,RB Leipzig,Bundesliga,90,5.59
Lukáš Hrádecký,J19,GK,Leverkusen,Bundesliga,90,4.75
Noah Atubolu,J19,GK,Freiburg,Bundesliga,90,5.0
Manuel Neuer,J19,GK,Bayern Munich,Bundesliga,90,5.73
Finn Dahmen,J19,GK,Augsburg,Bundesliga,90,6.28
Kevin Müller,J19,GK,Heidenheim,Bundesliga,90,5.11
Gregor Kobel,J19,GK,Dortmund,Bundesliga,90,5.78
Michael Zetterer,J19,GK,Werder Bremen,Bundesliga,90,5.03
Moritz Nicolas,J19,GK,Gladbach,Bundesliga,90,8.31
Patrick Drewes,J19,GK,Bochum,Bundesliga,90,5.2
Luca Philipp,J19,GK,Hoffenheim,Bundesliga,90,6.54
Kevin Trapp,J19,GK,Eint Frankfurt,Bundesliga,90,5.78
Nikola Vasilj,J19,GK,St. Pauli,Bundesliga,90,7.63
Alexander Schwolow,J19,GK,Union Berlin,Bundesliga,90,4.31
Michael Zetterer,J20,GK,Werder Bremen,Bundesliga,90,8.33
Robin Zentner,J20,GK,Mainz 05,Bundesliga,90,7.26
Nikola Vasilj,J20,GK,St. Pauli,Bundesliga,90,5.83
Finn Dahmen,J20,GK,Augsburg,Bundesliga,90,5.77
Patrick Drewes,J20,GK,Bochum,Bundesliga,90,7.4
Noah Atubolu,J20,GK,Freiburg,Bundesliga,90,8.97
Ivan Provedel,J9,GK,Lazio,Serie A,90,7.71
Nicola Leali,J9,GK,Genoa,Serie A,90,4.81
Kevin Müller,J20,GK,Heidenheim,Bundesliga,90,6.36
Gregor Kobel,J20,GK,Dortmund,Bundesliga,90,7.55
Alexander Nübel,J20,GK,Stuttgart,Bundesliga,90,5.71
Moritz Nicolas,J20,GK,Gladbach,Bundesliga,90,6.18
Manuel Neuer,J20,GK,Bayern Munich,Bundesliga,90,4.8
Timon Weiner,J20,GK,Holstein Kiel,Bundesliga,90,6.52
Frederik Rønnow,J20,GK,Union Berlin,Bundesliga,90,7.55
Péter Gulácsi,J20,GK,RB Leipzig,Bundesliga,90,8.33
Kevin Trapp,J20,GK,Eint Frankfurt,Bundesliga,90,5.31
Kamil Grabara,J20,GK,Wolfsburg,Bundesliga,65,7.03
Lukáš Hrádecký,J20,GK,Leverkusen,Bundesliga,90,7.12
Luca Philipp,J20,GK,Hoffenheim,Bundesliga,90,4.19
Manuel Neuer,J21,GK,Bayern Munich,Bundesliga,90,7.2
Michael Zetterer,J21,GK,Werder Bremen,Bundesliga,90,6.1
Marius Müller,J21,GK,Wolfsburg,Bundesliga,90,8.3
Lukáš Hrádecký,J21,GK,Leverkusen,Bundesliga,90,8.36
Luca Philipp,J21,GK,Hoffenheim,Bundesliga,90,4.45
Frederik Rønnow,J21,GK,Union Berlin,Bundesliga,90,8.62
Gregor Kobel,J21,GK,Dortmund,Bundesliga,90,4.47
Alexander Nübel,J21,GK,Stuttgart,Bundesliga,90,6.31
Stefano Turati,J9,GK,Monza,Serie A,90,4.8
Filip Stankovic,J9,GK,Venezia,Serie A,90,4.94
Noah Atubolu,J21,GK,Freiburg,Bundesliga,90,8.32
Kevin Müller,J21,GK,Heidenheim,Bundesliga,90,6.68
Robin Zentner,J21,GK,Mainz 05,Bundesliga,90,8.39
Finn Dahmen,J21,GK,Augsburg,Bundesliga,90,8.77
Moritz Nicolas,J21,GK,Gladbach,Bundesliga,90,7.61
Kevin Trapp,J21,GK,Eint Frankfurt,Bundesliga,90,5.09
Timon Weiner,J21,GK,Holstein Kiel,Bundesliga,90,5.42
Patrick Drewes,J21,GK,Bochum,Bundesliga,90,5.74
Péter Gulácsi,J21,GK,RB Leipzig,Bundesliga,90,8.14
Nikola Vasilj,J21,GK,St. Pauli,Bundesliga,90,5.96
Finn Dahmen,J22,GK,Augsburg,Bundesliga,90,8.37
Péter Gulácsi,J22,GK,RB Leipzig,Bundesliga,90,7.64
Frederik Rønnow,J22,GK,Union Berlin,Bundesliga,90,5.92
Jonas Omlin,J22,GK,Gladbach,Bundesliga,71,6.03
Alexander Nübel,J22,GK,Stuttgart,Bundesliga,90,5.25
Marius Müller,J22,GK,Wolfsburg,Bundesliga,90,6.83
Timo Horn,J22,GK,Bochum,Bundesliga,90,8.85
Gregor Kobel,J22,GK,Dortmund,Bundesliga,90,6.58
Nikola Vasilj,J22,GK,St. Pauli,Bundesliga,90,6.39
Noah Atubolu,J22,GK,Freiburg,Bundesliga,90,7.61
Yann Sommer,J9,GK,Inter,Serie A,90,4.29
Michele Di Gregorio,J9,GK,Juventus,Serie A,90,4.6
Lukáš Hrádecký,J22,GK,Leverkusen,Bundesliga,90,7.05
Manuel Neuer,J22,GK,Bayern Munich,Bundesliga,90,8.11
Michael Zetterer,J22,GK,Werder Bremen,Bundesliga,90,4.71
Luca Philipp,J22,GK,Hoffenheim,Bundesliga,90,5.98
Kevin Trapp,J22,GK,Eint Frankfurt,Bundesliga,90,6.06
Thomas Dähne,J22,GK,Holstein Kiel,Bundesliga,90,5.92
Kevin Müller,J22,GK,Heidenheim,Bundesliga,90,6.01
Robin Zentner,J22,GK,Mainz 05,Bundesliga,90,8.49
Noah Atubolu,J23,GK,Freiburg,Bundesliga,90,8.77
Michael Zetterer,J23,GK,Werder Bremen,Bundesliga,90,3.68
Timon Weiner,J23,GK,Holstein Kiel,Bundesliga,90,6.48
Matej Kovar,J23,GK,Leverkusen,Bundesliga,90,8.29
Robin Zentner,J23,GK,Mainz 05,Bundesliga,90,7.76
Nikola Vasilj,J23,GK,St. Pauli,Bundesliga,90,4.93
Tobias Sippel,J23,GK,Gladbach,Bundesliga,59,3.94
Finn Dahmen,J23,GK,Augsburg,Bundesliga,90,8.46
Marius Müller,J23,GK,Wolfsburg,Bundesliga,90,6.5
Timo Horn,J23,GK,Bochum,Bundesliga,90,7.16
Gregor Kobel,J23,GK,Dortmund,Bundesliga,90,7.49
Frederik Rønnow,J23,GK,Union Berlin,Bundesliga,90,4.29
David de Gea,J9,GK,Fiorentina,Serie A,90,5.74
Mile Svilar,J9,GK,Roma,Serie A,90,4.6
Péter Gulácsi,J23,GK,RB Leipzig,Bundesliga,90,4.78
Kevin Müller,J23,GK,Heidenheim,Bundesliga,90,6.78
Manuel Neuer,J23,GK,Bayern Munich,Bundesliga,90,8.32
Kevin Trapp,J23,GK,Eint Frankfurt,Bundesliga,90,5.44
Luca Philipp,J23,GK,Hoffenheim,Bundesliga,90,7.3
Alexander Nübel,J23,GK,Stuttgart,Bundesliga,90,6.8
Alexander Nübel,J24,GK,Stuttgart,Bundesliga,90,5.04
Manuel Neuer,J24,GK,Bayern Munich,Bundesliga,90,5.83
Péter Gulácsi,J24,GK,RB Leipzig,Bundesliga,90,5.3
Robin Zentner,J24,GK,Mainz 05,Bundesliga,90,7.12
Kevin Müller,J24,GK,Heidenheim,Bundesliga,90,4.11
Tiago Cardoso,J24,GK,Gladbach,Bundesliga,90,8.1
Michael Zetterer,J24,GK,Werder Bremen,Bundesliga,90,4.45
Marius Müller,J24,GK,Wolfsburg,Bundesliga,90,7.62
Nikola Vasilj,J24,GK,St. Pauli,Bundesliga,90,5.19
Gregor Kobel,J24,GK,Dortmund,Bundesliga,90,7.52
Timo Horn,J24,GK,Bochum,Bundesliga,90,5.34
Oliver Baumann,J24,GK,Hoffenheim,Bundesliga,90,8.7
Kevin Trapp,J24,GK,Eint Frankfurt,Bundesliga,90,4.38
Lukáš Hrádecký,J24,GK,Leverkusen,Bundesliga,90,6.48
Wladimiro Falcone,J1,GK,Lecce,Serie A,90,4.05
Juan Musso,J1,GK,Atalanta,Serie A,90,8.1
Wladimiro Falcone,J10,GK,Lecce,Serie A,90,6.81
Simone Perilli,J10,GK,Hellas Verona,Serie A,90,7.34
Frederik Rønnow,J24,GK,Union Berlin,Bundesliga,90,5.62
Timon Weiner,J24,GK,Holstein Kiel,Bundesliga,90,8.59
Finn Dahmen,J24,GK,Augsburg,Bundesliga,90,8.22
Noah Atubolu,J24,GK,Freiburg,Bundesliga,90,8.3
Jonas Omlin,J25,GK,Gladbach,Bundesliga,90,4.96
Robin Zentner,J25,GK,Mainz 05,Bundesliga,90,6.38
Marius Müller,J25,GK,Wolfsburg,Bundesliga,90,7.0
Nikola Vasilj,J25,GK,St. Pauli,Bundesliga,90,6.33
Timon Weiner,J25,GK,Holstein Kiel,Bundesliga,90,4.7
Alexander Nübel,J25,GK,Stuttgart,Bundesliga,90,5.45
Gregor Kobel,J25,GK,Dortmund,Bundesliga,90,4.74
Finn Dahmen,J25,GK,Augsburg,Bundesliga,90,8.02
Jonas Urbig,J25,GK,Bayern Munich,Bundesliga,90,4.82
Timo Horn,J25,GK,Bochum,Bundesliga,90,5.77
Lukáš Hrádecký,J25,GK,Leverkusen,Bundesliga,90,5.1
Michael Zetterer,J25,GK,Werder Bremen,Bundesliga,90,8.78
Noah Atubolu,J25,GK,Freiburg,Bundesliga,90,8.75
Péter Gulácsi,J25,GK,RB Leipzig,Bundesliga,90,7.96
Kevin Trapp,J25,GK,Eint Frankfurt,Bundesliga,90,4.63
Frederik Rønnow,J25,GK,Union Berlin,Bundesliga,90,6.46
Simone Scuffet,J10,GK,Cagliari,Serie A,90,5.23
Łukasz Skorupski,J10,GK,Bologna,Serie A,90,8.2
Oliver Baumann,J25,GK,Hoffenheim,Bundesliga,90,6.91
Kevin Müller,J25,GK,Heidenheim,Bundesliga,90,5.21
Nikola Vasilj,J26,GK,St. Pauli,Bundesliga,90,7.5
Oliver Baumann,J26,GK,Hoffenheim,Bundesliga,90,6.98
Finn Dahmen,J26,GK,Augsburg,Bundesliga,90,7.85
Kamil Grabara,J26,GK,Wolfsburg,Bundesliga,90,5.58
Michael Zetterer,J26,GK,Werder Bremen,Bundesliga,90,4.28
Jonas Omlin,J26,GK,Gladbach,Bundesliga,71,4.11
Frederik Rønnow,J26,GK,Union Berlin,Bundesliga,90,7.4
Jonas Urbig,J26,GK,Bayern Munich,Bundesliga,90,5.85
Robin Zentner,J26,GK,Mainz 05,Bundesliga,90,6.9
Noah Atubolu,J26,GK,Freiburg,Bundesliga,90,5.57
Péter Gulácsi,J26,GK,RB Leipzig,Bundesliga,90,8.93
Gregor Kobel,J26,GK,Dortmund,Bundesliga,90,5.11
Timo Horn,J26,GK,Bochum,Bundesliga,90,4.83
Kauã Santos,J26,GK,Eint Frankfurt,Bundesliga,90,7.47
Kevin Müller,J26,GK,Heidenheim,Bundesliga,90,6.75
Timon Weiner,J26,GK,Holstein Kiel,Bundesliga,90,4.27
Alexander Nübel,J26,GK,Stuttgart,Bundesliga,90,4.1
Lukáš Hrádecký,J26,GK,Leverkusen,Bundesliga,90,4.8
Mike Maignan,J10,GK,Milan,Serie A,90,4.7
Alex Meret,J10,GK,Napoli,Serie A,90,8.51
Lukáš Hrádecký,J27,GK,Leverkusen,Bundesliga,90,5.1
Timo Horn,J27,GK,Bochum,Bundesliga,90,4.49
Jonas Urbig,J27,GK,Bayern Munich,Bundesliga,90,5.45
Nikola Vasilj,J27,GK,St. Pauli,Bundesliga,90,5.81
Thomas Dähne,J27,GK,Holstein Kiel,Bundesliga,90,4.26
Michael Zetterer,J27,GK,Werder Bremen,Bundesliga,90,7.65
